,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM,KOSPI,DJI,VIX,HSI
0,3.0515854,1.575431,9.178205,6.690354,3.027707,8.153795,4.6338816,3.118844,3.513123,2.3063385,3.2530105
1,2.822612,1.4895343,8.884171,6.896007,3.133777,8.209885,4.692182,3.0118487,3.3970757,2.1970112,3.239532
2,3.0970068,1.592987,9.166673,7.225772,3.353291,8.405678,4.653644,3.21321,3.609083,2.5161958,3.4001958
3,3.074538,1.5604137,8.922438,6.9336796,2.9791536,8.208462,4.5968413,3.2243986,3.709945,2.2300637,3.4313226
4,3.0642533,1.4918095,8.948079,6.886919,3.051845,8.0861635,4.6222324,3.131477,3.5121946,2.3102057,3.2835276
5,2.8665507,1.4491076,9.092619,6.761064,2.902792,8.073822,4.621115,3.126693,3.5114515,2.3577914,3.2949297
6,3.1920846,1.6229179,8.953168,6.6067433,3.109602,8.432878,4.554922,3.1992497,3.5965068,2.277073,3.3094606
7,2.9612045,1.5654273,8.921009,6.703352,3.0548625,8.217121,4.7053103,3.214358,3.5372202,2.3669107,3.3552248
8,3.1295748,1.5160121,9.430373,6.938638,2.7568264,8.190069,4.8339386,3.1108286,3.5091598,2.447084,3.236032
9,3.0277658,1.6399618,9.078602,6.7142987,3.0378985,8.228911,4.673919,3.1489513,3.5471098,2.2499874,3.332734
10,3.210235,1.5889558,9.19208,6.9081426,2.9702332,8.350434,4.84655,3.0672338,3.5628555,2.2634099,3.3540244
11,3.1647968,1.6018618,9.138029,7.0803256,2.9802518,8.34684,4.682994,3.1285074,3.596217,2.1949582,3.3458207
12,2.780253,1.5402907,9.007933,6.5604134,2.911504,8.213026,4.492073,3.0861855,3.4246533,2.2086134,3.3944757
13,3.1287868,1.5946405,8.935296,6.673033,2.9458857,8.037797,4.5189557,3.1646638,3.4433024,2.3332813,3.2727342
14,3.0204346,1.520532,9.217362,6.918691,2.9847174,8.200515,4.6588182,3.1254056,3.5706828,2.3466568,3.3126042
15,3.0480392,1.5163871,9.367191,6.5358396,2.6453269,8.167096,4.744419,3.1027079,3.4656243,2.478156,3.3168986
16,3.2438104,1.638331,8.829784,6.6757755,2.9224331,7.935468,4.651942,3.0882645,3.4504051,2.2825818,3.2099314
17,3.1319451,1.6168615,9.407034,7.0350585,3.1392787,8.369331,4.703615,3.0071561,3.453012,2.2651887,3.1995237
18,2.965895,1.5009441,9.004701,6.660604,3.0904553,8.133286,4.5580964,3.1295652,3.6176262,2.2535133,3.3917701
19,3.0763059,1.5266569,9.217943,6.931173,3.0657136,8.129237,4.8204517,3.3191755,3.7190483,2.150524,3.540048
20,3.1151392,1.50183,9.016803,6.814013,2.7937603,7.9267535,4.5232964,3.153124,3.5151377,2.3612752,3.3527186
21,2.9551659,1.4251465,9.207339,6.9023614,2.9743624,8.683227,4.845583,3.3194828,3.6921337,2.3996706,3.512536
22,3.021488,1.6055074,9.44013,6.632062,2.8471963,8.338091,4.6135497,3.1232731,3.4626515,2.1959848,3.2984393
23,3.1322572,1.5396162,9.268077,6.8962474,3.1287546,8.671721,4.6884995,3.1969144,3.5492442,2.3967512,3.4001973
24,3.1885183,1.553453,8.863326,7.01559,3.0630538,8.280075,4.6792293,3.2198758,3.6606445,2.3660429,3.343247
25,3.035395,1.5341796,8.892069,6.732951,3.025401,7.9223747,4.6090875,3.0429132,3.5366485,2.1993384,3.2382948
26,2.9827578,1.544384,9.136012,6.967292,3.1945992,8.292722,4.6019893,3.0666094,3.4788368,2.3496497,3.3453896
27,3.1412625,1.5988815,8.997271,6.9008603,2.9088054,8.45274,4.739479,3.1885836,3.597188,2.352902,3.386931
28,3.0147226,1.6348059,9.125633,6.7115245,3.1788507,8.188278,4.579483,3.1049385,3.4486003,2.4697475,3.3748689
29,3.196076,1.5260631,8.838681,6.560555,2.958462,8.157627,4.7127533,3.164953,3.506105,2.3806205,3.3136828
30,2.8570676,1.56656,9.0629015,6.4413767,3.026298,8.1965685,4.771985,3.0798466,3.4228513,2.3861983,3.234393
31,3.0812664,1.5480124,9.075438,6.449277,2.9397497,8.294344,4.70002,3.1570907,3.5293446,2.5019891,3.3189247
32,2.9353747,1.5223473,9.215208,6.5854416,2.8059042,7.9409747,4.57751,3.0868046,3.520012,2.3221714,3.2920513
33,3.0239606,1.5285686,9.163131,6.7452083,2.9752414,8.381658,4.732213,3.1937232,3.5095935,2.2798905,3.3820815
34,3.1337903,1.5430312,9.070144,6.6747904,3.0076761,8.243849,4.685528,3.1108615,3.514007,2.523855,3.2724726
