,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM,KOSPI,DJI,VIX,HSI
0,9.23934,5.1523037,17.234875,35.503952,10.223588,9.624927,6.5360303,3.4675586,3.7734115,2.1303217,2.9131525
1,9.2369995,5.2177978,17.551323,36.013107,10.54483,10.140643,6.6903358,3.4177456,3.8338218,2.0986533,2.9254332
2,8.988712,5.2880154,17.898405,35.47171,10.36091,10.049264,6.6285777,3.4440763,3.7374537,2.094953,2.9147565
3,9.31254,5.4938965,18.141596,36.26282,10.539931,10.248251,6.665621,3.4723005,3.7711363,2.0733633,2.924563
4,9.149666,5.4478054,18.068958,36.69376,10.53207,10.392029,6.701957,3.4330218,3.6919034,2.0501938,2.9100451
5,9.125544,5.052782,17.184097,34.878048,10.120988,9.745615,6.5403676,3.457839,3.751123,2.129754,2.90758
6,9.235519,5.283321,17.621874,36.287457,10.636461,10.144327,6.6656203,3.4125674,3.8267713,2.0904515,2.915631
7,9.004226,5.2228475,17.628813,35.153027,10.183218,9.810322,6.6148167,3.4549918,3.7556353,2.114075,2.9206817
8,9.449276,5.6225934,18.346195,37.07557,10.742331,10.24838,6.713193,3.4854085,3.7966046,2.0721133,2.9293146
9,9.106412,5.3702693,17.90532,36.275127,10.369915,10.281146,6.6547217,3.4310968,3.6820312,2.0554948,2.9062512
10,9.072338,5.0345926,17.30511,34.682358,10.165302,9.945788,6.5729113,3.449891,3.737451,2.1198108,2.9102
11,9.082713,5.0864787,17.40189,35.11428,10.382035,10.230263,6.6890197,3.3980603,3.8016706,2.089915,2.921646
12,9.011395,5.1367283,17.293486,34.731266,9.927835,9.541544,6.5740004,3.4586844,3.7662024,2.1188965,2.9258838
13,9.256671,5.3552833,17.811487,35.41418,10.2914915,10.104964,6.6454077,3.4596875,3.7667463,2.0786724,2.9299579
14,9.104515,5.2909203,17.828852,35.86636,10.264548,10.287649,6.692852,3.4266016,3.6840045,2.062405,2.9145303
15,9.045067,4.9014907,16.768597,33.92986,9.813079,9.495947,6.4761834,3.4469569,3.7506387,2.1401572,2.9126904
16,9.073495,4.9716063,16.914478,34.25668,10.035107,9.800253,6.5728993,3.4000769,3.8194098,2.1102264,2.9242816
17,8.922403,5.053031,17.234697,34.17686,9.85594,9.662414,6.58173,3.4438388,3.740459,2.1162877,2.9213
18,9.180013,5.160006,17.414778,34.252605,9.968296,10.036693,6.629867,3.4488776,3.762035,2.080359,2.9418938
19,9.107952,5.172871,17.435951,35.150166,10.008049,10.056668,6.622572,3.4186234,3.6805334,2.0649421,2.916194
20,8.863595,4.708791,16.206982,32.585747,9.378842,9.208441,6.33553,3.4293268,3.7315333,2.1410902,2.912448
21,8.938684,4.79162,16.451492,33.051044,9.642889,9.591641,6.4760976,3.3850973,3.800896,2.1176674,2.9224014
22,8.728055,4.817478,16.516916,32.59445,9.3596945,9.28652,6.4161057,3.422369,3.7260346,2.1204264,2.9197266
23,9.110892,5.0780053,16.889036,33.630558,9.66637,9.638801,6.4900165,3.4423969,3.7621508,2.0947952,2.9335978
24,8.893676,4.962485,16.795788,33.652004,9.506107,9.625009,6.437998,3.404811,3.664284,2.078223,2.9058
25,8.612397,4.363349,15.589761,30.531841,8.810948,9.00672,6.2596645,3.41258,3.7127738,2.1563368,2.9283717
26,8.73138,4.57395,15.812966,31.50626,9.166325,9.205776,6.3367686,3.365647,3.771711,2.1236858,2.9174902
27,8.6334915,4.6744337,16.030031,31.678257,9.015619,8.990999,6.324437,3.413398,3.7190075,2.1295514,2.9169354
28,8.946246,4.7769365,16.04447,31.890327,9.029984,9.223218,6.3748317,3.4278343,3.7584753,2.1166205,2.939689
29,8.870388,4.772601,16.327602,32.524437,9.121651,9.344793,6.3898077,3.3995461,3.6692362,2.0945556,2.9187622
30,8.655093,4.2831717,15.095539,30.096275,8.495647,8.585114,6.164568,3.411821,3.726534,2.179951,2.9312904
31,8.739521,4.422763,15.30259,30.59513,8.791669,8.869918,6.267744,3.371183,3.786665,2.1474159,2.9289715
32,8.459358,4.4325423,15.33986,30.245499,8.50676,8.634932,6.2098894,3.4033673,3.711637,2.147623,2.9202056
33,8.737094,4.658548,15.744045,30.966272,8.840574,9.132565,6.252245,3.4062696,3.7136984,2.1149359,2.9234924
34,8.660404,4.495961,15.666604,30.708546,8.565529,9.074646,6.2546253,3.3794193,3.6453505,2.0998952,2.9188128
35,8.434066,4.139837,14.912026,28.98708,8.310136,8.639366,6.1100154,3.3891413,3.6891515,2.1644738,2.9186988
36,8.664956,4.351774,15.130798,30.143566,8.613128,8.81322,6.223707,3.365869,3.7759247,2.1466198,2.9283085
37,8.370257,4.3122754,15.115239,29.499321,8.276308,8.571453,6.19228,3.3991983,3.711557,2.1481233,2.9282248
38,8.720105,4.522586,15.459159,30.227577,8.590924,9.038185,6.270198,3.3987293,3.7197137,2.1211824,2.9375277
39,8.73574,4.5249214,15.830409,31.130867,8.673869,9.170594,6.316745,3.384215,3.649191,2.1052537,2.9182148
40,8.45398,4.1884193,15.136092,29.386568,8.467468,8.819277,6.168775,3.392471,3.6894884,2.1613512,2.9228177
41,8.604327,4.3778706,15.429168,30.324453,8.781732,9.104252,6.2777257,3.3577914,3.7620013,2.1352477,2.9235864
42,8.348687,4.4040327,15.461814,29.886955,8.52208,8.807405,6.20792,3.3920128,3.6959393,2.1341887,2.9244573
43,8.834473,4.5769753,15.518777,30.641724,8.627018,8.981869,6.306019,3.415644,3.7556794,2.130793,2.9476283
44,8.717639,4.579093,15.815085,31.234648,8.72206,9.079401,6.2697606,3.3816593,3.6509836,2.1028295,2.9157438
45,8.542781,4.2208767,15.046636,29.601683,8.445383,8.629465,6.1484685,3.4023635,3.7110338,2.1685367,2.9229608
46,8.553418,4.284941,15.2816515,29.794722,8.629239,9.12634,6.283776,3.354202,3.7504706,2.1363993,2.9311123
47,8.420946,4.3867793,15.238384,29.916628,8.403864,8.513558,6.187468,3.4060798,3.7186806,2.1553931,2.921949
