,KRW-BTC,KRW-ETH,KRW-ADA,KRW-TRX,KRW-ETC
2018-11-16 09:00:00,-0.5051480319723277,-0.8673937314674611,-0.7896655585682361,-0.27853767961581805,-0.7765853202843402
2018-11-17 09:00:00,-0.23451135100373757,-0.1928385340047859,-0.23951330574708907,-0.19712364079639572,-0.2532834446423792
2018-11-18 09:00:00,0.13574322322231594,0.24342479796433,0.25072757246385186,-0.1134178564928387,0.07993023896740795
2018-11-19 09:00:00,-3.790104532345305,-3.502585665847371,-2.902946931562089,-3.0764344708773153,-2.8774979098091853
2018-11-20 09:00:00,-2.3170979736429,-2.6846482650728096,-2.6949602782968913,-2.2710888300729777,-2.0375943238186527
2018-11-21 09:00:00,0.449760354613453,0.5476380390197855,0.6542715397830045,0.7499288701238872,0.3393762443995146
2018-11-22 09:00:00,-1.7275514214877186,-1.8328394510302053,-1.4054460633417403,-1.2671893470345137,-1.5221581008499288
2018-11-23 09:00:00,0.20311769276632247,-0.326087581815648,-0.05849175991453807,0.08759575885307694,-0.13169630003003213
2018-11-24 09:00:00,-3.0890263079393523,-1.70126800735504,-2.227866132641148,-1.599049564930099,-1.1754210503889548
2018-11-25 09:00:00,0.6888188359734962,0.324083835170203,-0.5920587289885465,-0.5402161544301028,-0.3884569469775874
2018-11-26 09:00:00,-1.5664970791170791,-1.4527179707150848,-0.9114806019644771,-0.9599314579552574,-1.6593729958911352
2018-11-27 09:00:00,-0.00552290874343801,0.08726674926313245,0.11536358738082551,0.24244685667435276,0.6119125554974804
2018-11-28 09:00:00,2.4633638380995326,1.8470591483366796,2.2524736993061354,3.3957929420025765,1.4023364806019716
2018-11-29 09:00:00,0.16664200088535494,-0.849683291570882,-0.09658544384791787,1.4698267531566027,-0.07728881802955573
2018-11-30 09:00:00,-1.6757084470763013,-0.7500383143654052,-1.3629650358527727,-1.6387792293899044,-1.2209571920017472
2018-12-01 09:00:00,0.8645622789443258,0.6405312025412778,0.9770490187703234,0.8478554717492544,0.8020872672816332
2018-12-02 09:00:00,-0.27339073430539385,-0.2758490532795657,0.17226643179203027,-0.35228685839998175,0.8973474765163066
2018-12-03 09:00:00,-1.8749643450538624,-1.517053309408774,-1.530934147071154,-1.3840667194172913,-2.2260111387692887
2018-12-04 09:00:00,0.3743761613759006,0.12376440156514591,-0.5630659938516981,0.5485192593741306,-0.4750044176751738
2018-12-05 09:00:00,-1.2962097838099855,-1.4485569266916545,-1.5698926810793685,-0.3725856581113648,-1.5485093120790934
2018-12-06 09:00:00,-2.0545899737647826,-2.578117245574797,-2.0674355288028905,-1.7256330911849525,-2.2241747613146594
2018-12-07 09:00:00,-0.7454194043327375,0.5187184859527709,-0.5843993525043596,0.5957957047746478,1.4283675142207624
2018-12-08 09:00:00,-0.012385991908232431,-0.7254133528331529,0.2588892022396997,0.09381040141441416,-0.309550371148608
2018-12-09 09:00:00,0.9029373607114817,0.5407913081599386,0.35617828728623,0.21373217802566266,0.5011112503436955
2018-12-10 09:00:00,-0.8854577249931975,-0.7888176704740724,-0.8439868161858334,-0.6403439383468541,-0.404365374683605
2018-12-11 09:00:00,-0.5841067031565487,-0.6327426139425644,-0.3825247729919805,0.21864323901441313,-0.8441780520438066
2018-12-12 09:00:00,0.4099783547563669,0.30123487071485505,0.5311918963825324,-0.02853952997309058,0.939453801066034
2018-12-13 09:00:00,-1.2731808049285105,-0.7881666885161658,-0.8124013091513664,-0.2757222989605943,-0.0904733673919615
2018-12-14 09:00:00,-0.6541553025101673,-0.6679247466458484,-0.5038811207650413,-0.5331576442686232,-0.6542390330878533
2018-12-15 09:00:00,-0.23699637722949488,-0.11348714345189051,-0.22838958719957625,-0.02853952997309058,-0.6140953740155665
2018-12-16 09:00:00,0.07458982291696468,0.14014043846706709,0.501719499511334,0.22550964481705893,0.09516508850817039
2018-12-17 09:00:00,2.0256434912683465,1.939522564202707,1.7257232542504555,1.4258352161577503,1.3022600998057297
2018-12-18 09:00:00,1.0741055308109504,1.3904449394909293,1.0555780072142604,0.8805293606076191,0.8772731853592076
2018-12-19 09:00:00,0.17957556228692984,-0.30572427111150036,-0.24736628820107703,0.7314435259101366,0.7436474165406728
2018-12-20 09:00:00,2.6612916640129476,2.8558230956997246,2.3381904725282388,1.8879980995197903,1.3722479581398566
2018-12-21 09:00:00,-1.4222380045960836,-1.110969270356348,0.7938251873060924,2.804744258460785,-0.7103871249932721
2018-12-22 09:00:00,0.7592799385460273,1.4068407648050676,0.4496362820605551,0.8521719901274368,0.4352286858578427
2018-12-23 09:00:00,-0.21716101379176797,2.2068068135921326,0.8435638315743553,-0.1855469020917816,0.7715202125332582
2018-12-24 09:00:00,0.5522073158722831,1.4360326040107714,0.5542244841076472,0.20646901170514204,0.8402909717351539
2018-12-25 09:00:00,-1.9222915685739577,-1.6622026490300112,-1.728091607342994,-1.0694602076433317,-1.5260600680597927
2018-12-26 09:00:00,0.26087423989922165,0.28146395231076676,-0.21466029077559107,0.37885473910936945,2.6025152642810707
2018-12-27 09:00:00,-1.170017630623761,-2.367757964231918,-1.8719893660656914,-1.6274128346848507,-2.1524354798472847
2018-12-28 09:00:00,1.3331202064473044,3.058244811138171,1.9111743770976701,1.7307843346661802,1.2753870619166066
2018-12-29 09:00:00,-0.9539573269195977,-0.2618539168917731,-0.29325454426768083,-0.7619171316488725,-0.46099917664736406
2018-12-30 09:00:00,0.528974398711269,0.45555513721769425,0.8253039957114167,0.054414111266537606,0.42747443114351413
