,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-TRX,KRW-ETC,KRW-BCH,KRW-XLM
2018-12-16 09:00:00,0.004961421423246293,0.009693469643302421,0.009331327428884428,0.03105839701997315,0.013889112160667239,0.007380107297622729,0.03692972056193433,0.018692133012153
2018-12-17 09:00:00,0.0756975012225638,0.09571998267582238,0.12224503035983503,0.09891778743562707,0.0795120629277335,0.07777770104268455,0.09374715615240703,0.11365931847252142
2018-12-18 09:00:00,0.04119918567398706,0.06946917537783293,0.06881020640287439,0.06176459425484593,0.04969966855227259,0.052992530140508975,0.16447232763531083,0.04839654086184986
2018-12-19 09:00:00,0.008767713253311271,-0.011622839827994724,-0.007702220362092227,-0.010471299867295336,0.041549002912872446,0.04519949603870543,0.20074902853441579,-0.015873349156289684
2018-12-20 09:00:00,0.09874313066931606,0.139527319920715,0.07447609290148272,0.13287328137997356,0.10477895123317671,0.08185938208020005,0.41167303434077596,0.11332868530700235
2018-12-21 09:00:00,-0.04930655406625917,-0.05012073220512825,-0.04401688541677462,0.04725288485054557,0.1548983434134894,-0.039599572790319115,0.02057162571368565,-0.04380262265839274
2018-12-22 09:00:00,0.029785082321239997,0.07025304205067151,0.009950330853168765,0.028170876966695957,0.04814934389758241,0.02721256352488588,0.0066127250430376705,0.014815085785141235
2018-12-23 09:00:00,-0.00561609922711348,0.10849855351668047,0.024451095864164607,0.05001042057466165,-0.008583743691391366,0.04682503317576625,0.0,0.03610500464211519
2018-12-24 09:00:00,0.022277597622430534,0.071648672306166,0.09223122421603325,0.033969300058214635,0.012848142477849045,0.05083573318075629,-0.06842485102294305,0.04845238338594715
2018-12-25 09:00:00,-0.0674361572541411,-0.07647460376814763,-0.06365785177197836,-0.09256346432426721,-0.05690813227187963,-0.08716949225598825,-0.06588606613111381,-0.09937247381320358
2018-12-26 09:00:00,0.011715223022235932,0.016449993969954946,-0.0047058910374122576,-0.008658062743114758,0.022272635609122737,0.15360838046472836,0.023379356446776356,0.0
2018-12-27 09:00:00,-0.04016222308770878,-0.1102064401859213,-0.09389608576712671,-0.10054122922187769,-0.08741193778008416,-0.12369960907215471,-0.14191000708378,-0.07755823434587406
2018-12-28 09:00:00,0.05058984624996654,0.14920488317544134,0.08203355045730643,0.10919929196499245,0.09618392385292163,0.07621046964307787,0.12319870890623186,0.08499321283339256
2018-12-29 09:00:00,-0.03232888711535864,-0.009525445647488695,-0.03893435797545486,-0.01301536811207038,-0.04009445720187799,-0.025055306342148143,-0.06355582173862118,-0.03774032798284743
2018-12-30 09:00:00,0.021435280720066174,0.02477310520521847,0.019656652549551623,0.04899808599157618,0.00453515516539138,0.02676033659323096,-0.0024844733276623288,0.0
2018-12-31 09:00:00,-0.021435280720066174,-0.03873145745592588,-0.037179003241753605,-0.042469227109112495,-0.0463045680416867,-0.031144385701766808,-0.07308795421496939,-0.039220713153280684
2019-01-01 09:00:00,0.020735898479179227,0.05057349054485982,0.027398974188114877,0.02569734549528402,0.0326369293130222,0.03624210277343565,0.08544905103854461,0.02371652661731538
2019-01-02 09:00:00,0.013665528238153257,0.08563170046406476,0.02187207481866782,0.05551270993025881,0.0181823190831909,0.017640104620273434,0.036718582935661104,0.015504186535965303
2019-01-03 09:00:00,-0.01459879942115272,-0.029039077508759448,-0.03672383295469395,-0.04709160753385033,0.004494389587839542,-0.05476132832944813,-0.05323423496638391,-0.023347363996991
2019-01-04 09:00:00,0.004425301270961413,0.03689366334513089,0.0,0.024845998586530804,0.06929178047139173,0.038814704215509366,-0.0041718875694058966,0.007843177461025697
2019-01-05 09:00:00,-0.00209375439987447,0.00894279723013014,-0.010025146619378589,0.024243611609992666,0.0409893445331968,-0.022242148733720768,-0.004189365155276903,0.0
2019-01-06 09:00:00,0.051293294387551924,0.0008612028664902738,0.027330893716970728,0.08601287466004015,0.01988137055382877,0.05306508024894718,0.027330893716973392,0.060624621816435464
2019-01-07 09:00:00,-0.004656843985104686,-0.03325860796056368,-0.0024539889615660115,-0.01662088123604022,0.03481976515922813,-0.1091046413047323,-0.022862860592775647,0.01459879942115272
2019-01-08 09:00:00,-0.004232103432141088,-0.00834082881396192,0.0024539889615660115,0.0092679069307815,0.10801857683930294,0.010919125775314953,-0.005027943553159275,0.0
2019-01-09 09:00:00,-0.004922811463217158,-0.003596048226418347,0.00488998529419149,0.06603647613334918,0.06922037689118588,-0.0018115946983510156,-0.008718941466627328,-0.007272759329080003
2019-01-10 09:00:00,-0.08688903038153661,-0.15700675091564165,-0.10265415406008227,-0.15472655084806775,-0.0795120629277335,-0.11213266465086669,-0.16885333974308914,-0.12419038023138373
2019-01-11 09:00:00,0.0034196418277812057,-0.002109705423849917,0.005390848634875489,-0.006066752682237553,-0.031526253646774194,0.010090902981962913,-0.026776722639107575,-0.01666705248521172
2019-01-12 09:00:00,-0.0007317965932145398,-0.007064670852191313,0.0,-0.0040650462481695016,-0.06240556618742943,0.024790560580065346,0.03377558473611053,0.008368249670516192
2019-01-13 09:00:00,-0.033497735608410295,-0.08004270767353638,-0.049596941139371964,-0.08719654503015528,-0.1036784294748414,-0.08265794290061379,-0.06695481120380009,-0.04255961441879563
2019-01-14 09:00:00,0.033497735608410295,0.09691481265290491,0.05228150651004082,0.08719654503015528,0.1837211371483778,0.03244659302727371,0.05122226913804262,0.05908891637000657
2019-01-15 09:00:00,-0.01574061028468776,-0.059601269704918636,-0.021681066061323584,-0.026833395303064833,-0.04652001563489261,-0.03671099181373272,-0.03957165191806844,-0.03333642026759165
2019-01-16 09:00:00,0.004452146854417194,0.015418807667183287,0.008185584586439809,0.04299536326006326,0.02531780798428951,0.027398974188114877,0.008736732141063186,0.008438868645864517
2019-01-17 09:00:00,0.0056601603063892725,-0.0025533480952351084,-0.005449604767565397,0.009970172319849535,0.0071174677688641275,0.03473280691889258,0.010384309305715433,0.01666705248521172
2019-01-18 09:00:00,-0.0071420079472730436,-0.020292155422771074,-0.013755375068484454,-0.022067094028678458,-0.025135973271542156,-0.02748264569383352,-0.02017459729488813,-0.01666705248521172
2019-01-19 09:00:00,0.016910095383479984,0.025392348627610417,0.01648388972168835,0.028001829548493173,-0.010969031370573923,0.006172859107081763,0.009094151518317162,0.008368249670516192
2019-01-20 09:00:00,-0.0323524944066822,-0.040791713970964594,-0.030431117202539326,-0.04642609687455135,-0.026072240309775285,-0.03019490194596841,-0.04632107004585606,-0.04255961441879563
2019-01-21 09:00:00,-0.002764862889890196,-0.012569199945540177,0.002805050927608299,-0.010384309305716766,0.0727593542824283,0.002111933203142513,-0.0043859719432539634,0.0
2019-01-22 09:00:00,0.010017614452319634,0.015592633843537484,0.0027972046210615886,0.01656352567167474,0.031090587070031095,0.012578782206860595,0.04791763990153086,0.008658062743114314
2019-01-23 09:00:00,-0.004245230498474584,-0.011385322225123673,-0.014064929467403786,-0.010320009031989485,0.010152371464017929,-0.008368249670516192,0.028907725228689785,-0.026202372394023676
2019-01-24 09:00:00,-0.0032585565868004096,-0.007278331306491026,-0.00283688133519977,-0.010427623162259092,0.0033613477027047978,-0.004210532536344402,-0.031704929849750485,0.0
2019-01-25 09:00:00,-0.006549141796218905,-0.015888727975044148,-0.01142869582362227,-0.014783796184237197,-0.010118130165584382,0.006309169193265518,-0.01517051496961841,-0.026907452919924246
2019-01-26 09:00:00,0.0015151518050107171,0.002341007701973652,0.0,0.0021253993123133696,0.07507602644035716,-0.004201686853701148,-0.00713524254468112,0.0
2019-01-27 09:00:00,-0.0030326027790437138,-0.02886146165202419,-0.020320002490957556,-0.034560675065467006,0.018692133012152112,-0.011646505386321948,-0.03460552917747606,-0.03704127168034965
2019-01-28 09:00:00,-0.031626237838546345,-0.05822077450504004,-0.04805729495377964,-0.058840500022933284,-0.08365002928692489,-0.07977650242772327,-0.08788783077909024,-0.10222079565315845
2019-01-29 09:00:00,-0.008658062743114314,-0.011115975939908651,-0.018634079544892934,-0.016451604892005367,0.013333530869465537,-0.0023094698486616494,-0.013855152363403178,-0.041606000832463685
2019-01-30 09:00:00,0.003944778291016249,0.025468269579251412,0.10410581034892985,0.03034071705267216,-0.006644542718668767,0.011494379425736057,0.05430475865653683,0.028987536873252395
2019-01-31 09:00:00,-0.009228806437620918,-0.019040135166950023,-0.040351295523566755,-0.03271319740630263,-0.07976496846886239,-0.012651117553559743,-0.028381881404124343,-0.05101485919154314
2019-02-01 09:00:00,0.01080237088505065,0.005112921236451129,-0.005899722127188589,0.00710062154957658,0.03894297394860713,-0.0034782643763247023,0.016653834544500867,-0.004464293128685348
2019-02-02 09:00:00,0.010168253429252871,0.030964816999240696,0.011764841579586793,0.021004272770531962,-0.0034782643763247023,0.019552089207385492,0.046484266238158156,0.01553860342777913
2019-02-03 09:00:00,-0.008858838550528603,-0.02418800156781664,-0.026668247082162644,-0.028104894320108542,-0.021127546425875554,-0.021877671650861075,-0.014366976797537845,-0.02452742799621266
2019-02-04 09:00:00,0.00026167735331839026,0.0033712632014086807,-0.0060241146033801485,0.0,0.06208890405694101,-0.00818239515493957,-0.0007619047987610372,-0.018223738956451463
2019-02-05 09:00:00,0.0033955890011370116,-0.0025273812947883556,0.003016593539425294,-0.0023781224049672645,-0.030562650410166814,-0.0011743982559409005,-0.013041995370397075,-0.020906684819313348
2019-02-06 09:00:00,-0.011539598285020602,-0.01873192276311464,-0.03058342337208053,-0.031441525834819295,-0.024434025337281895,-0.02498642778273208,-0.0183133892714622,-0.03828218657101701
2019-02-07 09:00:00,-0.0021124908833058953,0.0008591065820482413,0.006191970247921397,-0.0024600258408624676,0.010544913176614656,0.0331783986973182,0.012505047675716696,0.010915814876995888
2019-02-08 09:00:00,0.05802448800947779,0.11429429881478903,0.05406722127027663,0.09396579241833214,0.02418079819721486,0.05443520655501821,0.09689762171101535,0.06875158785687585
2019-02-09 09:00:00,-0.002747597582160921,-0.003452909626677325,-0.0029282597790887266,0.008928630744300836,-0.02069039325744626,-0.02119432373339869,-0.015272894991944952,-0.01018684530699332
2019-02-10 09:00:00,0.006233656889442329,0.05021661966999069,-0.008836581800498067,0.03922071315328113,-0.014035318116383255,0.02669791495037721,-0.007544494201129126,-0.004561011327562703
2019-02-11 09:00:00,-0.009239671177049047,-0.030429063850290206,-0.017910926566530705,-0.025975486403260195,-0.047024938644863123,-0.02444566174605356,-0.030760389346914607,-0.03370452675139202
2019-02-12 09:00:00,-0.0012551777724230107,0.009002311358965898,0.008995562908578059,0.0021905813798186458,-0.01117330059812538,0.001124227212281781,-0.002979518032905304,0.0
2019-02-13 09:00:00,0.0005022601813262639,0.005214164513500208,0.0,-0.0043859719432544075,0.0,0.016713480973740147,0.002607563407082125,-0.005927699633274663
2019-02-14 09:00:00,0.0002510355228455552,-0.00446761725971534,0.0,-0.015504186535965303,-0.030420596700711844,0.0044101504775522216,0.0,0.0023752980289071246
2019-02-15 09:00:00,0.0005018820682511915,0.003724399090982544,-0.00298953884836628,0.0,0.011516442061559218,-0.0044101504775522216,-0.0029806281381379307,0.036113417653679925
2019-02-16 09:00:00,0.004006014370938615,0.00851384006304734,-0.006006024060211779,0.011098893068048454,-0.0038240964384033127,0.0033094349013680358,0.004096077222003558,-0.010350868723656426
2019-02-17 09:00:00,0.0094504558115176,0.08103458850245104,0.0030075210639548544,0.015334364000107126,0.0038240964384033127,0.012041743754393153,0.017314855121489003,0.011494379425736057
2019-02-18 09:00:00,0.04737473576610185,0.07179881105423291,0.04692943222198398,0.07333127308554976,0.033774317118604014,0.0331758622388989,0.12803787944988798,0.039220713153280684
2019-02-19 09:00:00,0.005414963201916478,-0.010814354757776812,0.005714301263439303,0.014042357123038585,-0.00740744127786197,0.03922071315328246,-0.008713948958794404,0.07206507052392208
2019-02-20 09:00:00,0.01306293359431443,0.03240805875886288,0.02531780798428951,0.02556678097200704,0.014760415583121134,0.03285512041679617,0.03158661062478352,0.021245108613736186
2019-02-21 09:00:00,0.003008217008787284,-0.009018876246839724,-0.022472855852059048,-0.0375909739388085,-0.0036697288889624424,-0.03285512041679617,-0.02030526616074546,-0.020223136118043605
2019-02-22 09:00:00,0.004150340290058452,0.009328425854635114,0.0,0.012024192966801461,0.0036697288889624424,0.03871451218068955,0.006389798098771493,0.01117330059812538
2019-02-23 09:00:00,0.030143925390925475,0.060060077033950776,0.025246782734784645,0.048600428849633115,0.010929070532190277,0.017374954470353643,0.06831323506626319,0.02985296314968089
2019-02-24 09:00:00,-0.06956714409079012,-0.14766249554034339,-0.08374298941639324,-0.12301491441571644,-0.05971923470162244,-0.13722926713895411,-0.16521704070586551,-0.10536051565782589
2019-02-25 09:00:00,0.01826209889096475,0.03387902889952343,0.08926786534836317,0.03996325681183732,0.030305349495328926,0.03240024232542282,0.038883274310869353,0.0374175130337111
2019-02-26 09:00:00,-0.006365694017345547,-0.01116596166028927,-0.030771658666754576,-0.016632400049141793,-0.0037383221106073172,0.0031830265601211494,-0.00983558887063829,-0.016931621415778864
2019-02-27 09:00:00,0.007305322933085279,-0.005298025637554105,-0.01430639565123748,0.006269613013595521,0.0037383221106073172,0.008438868645864517,-0.002388672011040427,0.0
2019-02-28 09:00:00,-0.004471121697211089,-0.0016614059312551888,0.008608374536600572,-0.006269613013595521,-0.018832948333092236,-0.015881752552942885,-0.012721505585409076,-0.0010678057608304314
2019-03-01 09:00:00,0.0018850146957714031,-0.0009981701045038704,0.002853068982406448,0.002094241603114444,-0.003809528416667707,-0.0010678057608313196,0.007240162639146064,0.007450806155865131
2019-03-02 09:00:00,0.0011763323318589869,-0.017123131140103,-0.005714301263439303,-0.008403410796379518,-0.034955015033576675,0.007450806155866019,-0.0017190996153946259,-0.013881696486155448
2019-03-03 09:00:00,-0.0032972239009971815,-0.016388212457911777,-0.008633147144703202,-0.008474626990972123,-0.01192857086527388,-0.00531633362723305,-0.007946146491827122,0.04519949603870277
2019-03-04 09:00:00,-0.020014964063086893,-0.03253741635545637,-0.023392879574704928,-0.04348511193973881,0.019802627296179764,-0.031404854828746664,-0.043963123421116634,-0.05818669156551426
2019-03-05 09:00:00,0.022371232825262766,0.06737943213917674,0.026278884463840413,0.04984780572756753,0.02708095860267079,0.026060106669865135,0.05225332634159052,0.027928775525010607
2019-03-06 09:00:00,0.0025854991486031764,0.008936018423867154,0.0057471422555677165,-0.008492620045653876,-0.023167059281534286,0.006410278360920785,-0.004481993367447146,-0.0085106896679088
2019-03-07 09:00:00,0.006784445253465776,-0.0023090889362595846,-0.0057471422555677165,0.008492620045653876,-0.003913899321136505,0.0231589297620296,-0.0024217275284925677,0.006389798098770605
2019-03-08 09:00:00,0.004884298580911661,-0.01530811923265496,-0.01451404288425362,0.0,-0.027834798993443766,-0.029569208122950386,-0.01535806801193651,0.018928009885518904
2019-03-09 09:00:00,0.009697605437985146,0.015968403178730384,0.011628037995118135,0.08507151217180331,0.016000341346440905,0.0032102756302485602,0.03592787108669526,0.03781748549995623
2019-03-10 09:00:00,-0.003683245416297609,-0.011284553866303781,0.0,-0.021590632592367598,0.003960401216096976,0.014846508116994173,-0.01469860679300794,0.10736452434454158
2019-03-11 09:00:00,0.00023060071588432152,-0.009389740349840636,0.002886004889135485,0.05406722127027619,-0.0240011520995429,-0.012712035588361204,-0.008298802814694639,0.03540192705091627
2019-03-12 09:00:00,-0.0025395373223613404,0.0033636089566844163,-0.0057803629154999925,-0.013245226750020933,0.0,0.013764113539165734,-0.006269613013595077,0.017241806434506124
2019-03-13 09:00:00,-0.00023118714702441423,-0.010124959934728395,0.014388737452100564,-0.013423020332140823,0.004040409537005019,-0.007387896399889016,0.0003493449817177918,0.033616610798985036
2019-03-14 09:00:00,0.0027707244693857547,0.0023716765309718113,-0.005730674708985362,0.02854618190636149,0.008032171697264001,0.01680711831638071,0.03568131519270601,-0.01666705248521172
2019-03-15 09:00:00,0.005059808403027333,0.02572381692206349,0.005730674708985362,0.03502662211125118,0.019802627296179764,0.017553367580900314,0.07090094771544209,-0.008438868645864517
2019-03-16 09:00:00,0.019537195709613542,0.03021181540823825,0.008534902449836679,0.02504603192608723,0.007812539736793411,0.01825608511581045,0.08137016819550702,0.01680711831638071
2019-03-17 09:00:00,-0.004509590505975325,-0.013206827487278971,-0.008534902449836679,-0.02142939145589917,-0.0038986404156569066,-0.016211094628081568,-0.009305097671585827,0.008298802814695527
2019-03-18 09:00:00,0.0074299565037847515,-0.002922554442601921,0.002853068982406448,0.008984786407815193,-0.003913899321136505,0.002040817034851372,0.04791335569589705,0.0640218587649306
2019-03-19 09:00:00,0.0062612011343397,0.006483004878077736,0.0028449521322304605,0.038601283696811706,-0.003929278139889636,0.041922306386263486,-0.0039062549670649815,-0.03149866705937043
2019-03-20 09:00:00,0.010422535860694637,0.006762221871941421,0.011299555253933669,0.030510841263538424,0.00784317746102614,0.020320002490958444,-0.005325871033235785,-0.016129381929884445
2019-03-21 09:00:00,-0.009308577853110123,-0.02370625709366614,-0.016997576368570577,-0.01683541446386183,-0.01972450534777881,0.026466573188162812,-0.033145891454294585,-0.03306086226088745
2019-03-22 09:00:00,-0.00022269235143923538,0.006550956935804209,0.0,0.09854617923809528,0.00793654959573642,0.02031464135117922,0.02354401028458497,0.01666705248521172
2019-03-23 09:00:00,0.0037790419543490827,0.008452586085805791,0.002853068982406448,0.09110554852229313,0.07973861766055013,0.002738477293304342,0.05975624729207496,0.0
2019-03-24 09:00:00,0.003985833443378439,-0.0012957565790934211,-0.002853068982406448,-0.02272825107755594,-0.040974074210305744,-0.002738477293304342,-0.003481058542663007,-0.01666705248521172
2019-03-25 09:00:00,-0.008433250158043748,-0.012066019532952055,-0.014388737452100564,-0.04106148679777455,-0.023077947282545086,-0.027805313080335736,-0.02581314358428166,-0.03419136474827944
2019-03-26 09:00:00,0.0013363030941775378,0.001966568972042282,0.0,0.04964523048916636,-0.007812539736793411,-0.003766482795478865,-0.0030323937778433674,0.017241806434506124
2019-03-27 09:00:00,0.012166945800265339,0.027770593123719323,0.008658062743115202,0.07013182377408178,0.030890487019338497,0.017765778152023515,0.05922695212148632,0.04184710993550045
2019-03-28 09:00:00,0.0004396570745708317,-0.0076726719116599895,-0.005763704716750695,-0.014715984632512225,-0.0076336248550710195,-0.01399929535654465,-0.012042030333041964,-0.01652930195121094
2019-03-29 09:00:00,0.019802627296179764,0.03902320179573593,0.002886004889135485,0.0765117039009775,0.011428695823622714,0.033274788884872564,0.013861867050026788,0.01652930195121094
2019-03-30 09:00:00,-0.0010779347815343954,-0.008368249670516192,0.01430639565123748,0.013639393093320074,-0.007604599385219402,-0.01649899938003685,-0.020998146839772858,-0.01652930195121094
2019-03-31 09:00:00,0.005378091913097904,-0.000622665026345004,-0.005698021114636909,-0.022416878914542693,0.015151805020602538,0.011943182844175837,0.01709443335930061,0.01652930195121094
2019-04-01 09:00:00,0.010670182327300992,0.0012449425822058657,0.014184634991955214,0.031000622605933614,0.036904556935450916,0.0,-0.007065317890100786,0.03226086221822122
2019-04-02 09:00:00,0.1385337189426945,0.12333180831526924,0.09402894964827713,0.1483779007415169,0.07669262078825412,0.10234226669344793,0.3452124409175532,0.07637297878457439
2019-04-03 09:00:00,0.03326067611916805,-0.00027498968962014203,-0.005141399500418586,0.07109592168372991,-0.016920877488336927,0.01310420062198503,0.24105579818327527,0.0073260400920727164
2019-04-04 09:00:00,-0.00412002374108944,-0.015242085298936559,-0.034079313652862986,-0.03187520853044834,0.0,-0.012280137946591552,-0.05357218179902823,-0.022141125877213952
2019-04-05 09:00:00,0.020256556163820605,0.04477952595288848,0.09409732337911603,0.04163138347581352,0.046675138570129615,0.06998085114907049,0.022407766293941478,0.07889394246966308
2019-04-06 09:00:00,0.01881916491198865,0.014052995420909653,-0.017136282242987022,0.0,-0.0032626456348161526,0.05309658299945674,0.05826321985801464,-0.020906684819313348
2019-04-07 09:00:00,0.01999553930351894,0.045801676404234826,0.019560525854493527,-0.009756174945365181,0.075507552508145,0.24375986572836617,0.03493438937036686,0.06145277921366343
2019-04-08 09:00:00,0.03016644043634109,0.044998371966446626,0.0024183808642819216,-0.019802627296178876,0.06737540247277041,-0.057561395912701485,-0.019692773401750685,0.0
2019-04-09 09:00:00,-0.015052802626293271,-0.020894832094498383,-0.02197890671877545,-0.03459144476962006,-0.020029281875571847,-0.0257209525170623,-0.04263268979607915,-0.040546094394350085
2019-04-10 09:00:00,0.027290860235904546,0.010987779939322095,0.014706147389694557,0.07381215792290075,0.005763704716749807,0.013555352353375127,0.032497467902038224,0.013698844358161821
2019-04-11 09:00:00,-0.05090072587503869,-0.07171982220718043,-0.0731726058896589,-0.07484789079643228,-0.11886120287672908,-0.11190986366924882,-0.11582188696114137,-0.0925927868278249
2019-04-12 09:00:00,0.006294143429446564,-0.00496927922019097,-0.013175421158564404,-0.0010368067284405313,-0.006493529310548141,0.01021459340971731,0.04016729256105123,-0.007490671729157405
2019-04-13 09:00:00,-0.0013575430559331636,-0.0018370297778673716,0.002649008171577094,0.0062047768868831454,-0.009820046180975428,-0.0027137058715958062,-0.013365280754118913,0.014925650216675912
2019-04-14 09:00:00,0.011648650328657695,0.017962216628161443,0.007905179507113225,0.006166514915664223,0.02597548640326064,0.012154099650683037,0.031361985753203925,0.007380107297622729
2019-04-15 09:00:00,-0.016585250702171095,-0.03759149409607332,-0.026597312519265337,-0.023847682758891153,-0.019418085857101364,-0.03552286065851362,0.08721119715214876,-0.03745756253490118
2019-04-16 09:00:00,0.027601886908671602,0.030860948367244845,0.01338708078245876,0.011476390956343785,0.016207810226853248,0.010377125289293687,0.007253846903068961,0.022642476749759943
2019-04-17 09:00:00,-0.003325576726377122,-0.006776153110537919,0.026248226074936376,-0.012526259819179764,-0.016207810226853248,-0.018056046093448685,-0.029196124256076317,0.0074349784875185065
2019-04-18 09:00:00,0.010932691300192587,0.045497240972386166,0.0025873235649509496,-0.012685159527316081,0.009756174945364293,0.022862097225546663,-0.009026859602508708,0.007380107297622729
2019-04-19 09:00:00,0.002796744440379584,-0.0025018777123229086,-0.01562531790308075,-0.029143994669081685,-0.01631357549152357,-0.006872879287762146,-0.0004251399482999574,-0.02230575751429864
2019-04-20 09:00:00,0.008832245835476371,0.006491907943525277,-0.005263170044274901,-0.035678254658788155,-0.013245226750020489,-0.006226239415099144,-0.017732482368929325,0.007490671729157405
