측정일시,co2,ozone,so2,pm10,pm2.5
2019-01-01,0.36363636363636365,0.20289855072463772,0.375,0.0481651376146789,0.13333333333333333
2019-01-02,0.46969696969696967,0.1449275362318841,0.5,0.0481651376146789,0.13333333333333333
2019-01-03,0.6818181818181818,0.04347826086956522,0.625,0.05963302752293578,0.14814814814814814
2019-01-04,0.9242424242424243,0.014492753623188408,0.75,0.09403669724770643,0.2518518518518518
2019-01-05,0.36363636363636365,0.21739130434782614,0.625,0.10321100917431193,0.24444444444444444
2019-01-06,0.48484848484848486,0.11594202898550726,0.5,0.06880733944954129,0.1259259259259259
2019-01-07,0.7272727272727273,0.05797101449275363,0.625,0.0779816513761468,0.2
2019-01-08,0.25757575757575757,0.24637681159420294,0.5,0.05733944954128441,0.1037037037037037
2019-01-09,0.48484848484848486,0.08695652173913045,0.5,0.07568807339449542,0.13333333333333333
2019-01-10,0.6969696969696969,0.028985507246376815,0.625,0.08944954128440367,0.2
2019-01-11,0.8181818181818181,0.028985507246376815,0.625,0.12385321100917432,0.3333333333333333
2019-01-12,0.8181818181818181,0.08695652173913045,0.625,0.1651376146788991,0.45185185185185184
2019-01-13,0.6666666666666666,0.15942028985507248,0.625,0.19495412844036697,0.5111111111111111
2019-01-14,1.0,0.028985507246376815,0.75,0.2958715596330275,0.8148148148148148
2019-01-15,0.3787878787878788,0.24637681159420294,0.625,0.22935779816513763,0.5037037037037037
2019-01-16,0.3181818181818182,0.15942028985507248,0.375,0.06880733944954129,0.1037037037037037
2019-01-17,0.5303030303030303,0.11594202898550726,0.5,0.05963302752293578,0.1259259259259259
2019-01-18,0.7575757575757576,0.07246376811594205,0.625,0.09174311926605505,0.2222222222222222
2019-01-19,0.7878787878787878,0.08695652173913045,0.75,0.1559633027522936,0.4074074074074074
2019-01-20,0.18181818181818182,0.33333333333333337,0.5,0.10091743119266056,0.1925925925925926
2019-01-21,0.5757575757575757,0.07246376811594205,0.5,0.06651376146788991,0.1259259259259259
2019-01-22,0.712121212121212,0.07246376811594205,0.625,0.10550458715596331,0.2
2019-01-23,0.5454545454545454,0.1739130434782609,0.625,0.12155963302752294,0.2740740740740741
2019-01-24,0.5757575757575757,0.08695652173913045,0.5,0.06651376146788991,0.14074074074074075
2019-01-25,0.3181818181818182,0.21739130434782614,0.5,0.08256880733944955,0.13333333333333333
2019-01-26,0.196969696969697,0.2898550724637681,0.375,0.07339449541284404,0.13333333333333333
2019-01-27,0.4242424242424242,0.15942028985507248,0.5,0.06192660550458716,0.14074074074074075
2019-01-28,0.22727272727272727,0.2898550724637681,0.5,0.1536697247706422,0.15555555555555556
2019-01-29,0.6060606060606061,0.07246376811594205,0.5,0.12385321100917432,0.15555555555555556
2019-01-30,0.712121212121212,0.08695652173913045,0.625,0.11009174311926606,0.2222222222222222
2019-01-31,0.25757575757575757,0.21739130434782614,0.5,0.13302752293577982,0.14074074074074075
2019-02-01,0.45454545454545453,0.13043478260869565,0.5,0.06880733944954129,0.1259259259259259
2019-02-02,0.6666666666666666,0.028985507246376815,0.5,0.10779816513761468,0.24444444444444444
2019-02-03,0.3787878787878788,0.18840579710144928,0.25,0.05963302752293578,0.17777777777777778
2019-02-04,0.2121212121212121,0.30434782608695654,0.375,0.1444954128440367,0.26666666666666666
2019-02-05,0.5757575757575757,0.10144927536231885,0.5,0.1536697247706422,0.17777777777777778
2019-02-06,0.5909090909090908,0.1449275362318841,0.5,0.1811926605504587,0.22962962962962963
2019-02-07,0.16666666666666666,0.33333333333333337,0.25,0.11467889908256881,0.21481481481481482
2019-02-08,0.2727272727272727,0.20289855072463772,0.375,0.052752293577981654,0.1111111111111111
2019-02-09,0.13636363636363638,0.30434782608695654,0.375,0.05963302752293578,0.1259259259259259
2019-02-10,0.28787878787878785,0.23188405797101452,0.375,0.07110091743119266,0.16296296296296298
2019-02-11,0.3181818181818182,0.27536231884057977,0.375,0.06422018348623854,0.16296296296296298
2019-02-12,0.4090909090909091,0.2898550724637681,0.625,0.10550458715596331,0.2740740740740741
2019-02-13,0.36363636363636365,0.26086956521739135,0.5,0.06422018348623854,0.14074074074074075
2019-02-14,0.6060606060606061,0.11594202898550726,0.5,0.09174311926605505,0.2
2019-02-15,0.5454545454545454,0.15942028985507248,0.375,0.06422018348623854,0.1925925925925926
2019-02-16,0.22727272727272727,0.4057971014492754,0.5,0.11009174311926606,0.34074074074074073
2019-02-17,0.3333333333333333,0.2898550724637681,0.5,0.06192660550458716,0.17037037037037037
2019-02-18,0.7424242424242424,0.04347826086956522,0.5,0.0779816513761468,0.18518518518518517
2019-02-19,0.6212121212121212,0.07246376811594205,0.375,0.07339449541284404,0.21481481481481482
2019-02-20,0.46969696969696967,0.23188405797101452,0.375,0.11926605504587157,0.362962962962963
2019-02-21,0.712121212121212,0.13043478260869565,0.5,0.15825688073394495,0.48148148148148145
2019-02-22,0.7727272727272726,0.11594202898550726,0.5,0.14220183486238533,0.4074074074074074
2019-02-23,0.6969696969696969,0.1449275362318841,0.5,0.09862385321100918,0.25925925925925924
2019-02-24,0.6666666666666666,0.24637681159420294,0.625,0.12385321100917432,0.35555555555555557
2019-02-25,0.5909090909090908,0.20289855072463772,0.5,0.1628440366972477,0.42962962962962964
2019-02-26,0.6515151515151514,0.1449275362318841,0.5,0.10091743119266056,0.2
2019-02-27,0.7575757575757576,0.1739130434782609,0.625,0.13302752293577982,0.31851851851851853
2019-02-28,0.7878787878787878,0.26086956521739135,0.625,0.17889908256880735,0.4444444444444444
