,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM,KOSPI,DJI,VIX,HSI
0,1.284658,0.44313958,3.741462,1.8104773,1.0418594,3.5732763,1.6204623,2.0201066,2.2871046,1.7907693,2.19442
1,1.2823199,0.4383403,3.7233846,1.7970084,1.0324024,3.558709,1.6150137,2.0153723,2.2846677,1.7908179,2.1928058
2,1.2802987,0.43648896,3.719259,1.7946315,1.0317556,3.5502741,1.6149793,2.0137174,2.2855005,1.7907261,2.1957374
3,1.2797834,0.4393306,3.7057061,1.7776747,1.0274876,3.5499628,1.6028157,2.0120907,2.2832563,1.7893622,2.1904092
4,1.2858331,0.44599792,3.7437067,1.8089249,1.0402161,3.5735252,1.617361,2.0175734,2.2848759,1.7837427,2.1952593
5,1.2835486,0.44307718,3.7351825,1.7999223,1.0343384,3.5835912,1.6154579,2.0151737,2.2834942,1.7836624,2.197121
6,1.2798446,0.43618116,3.728608,1.7935004,1.0318927,3.561593,1.6193848,2.0162477,2.2790947,1.7883945,2.1982212
7,1.2820779,0.4442795,3.7225828,1.7963105,1.0387337,3.5595434,1.6116726,2.0192015,2.28704,1.791785,2.192788
8,1.2796123,0.43837434,3.724352,1.7833796,1.0339218,3.5579624,1.6127293,2.0192795,2.284324,1.7945685,2.1950927
9,1.2818503,0.44210884,3.7177093,1.7860575,1.0334105,3.5589476,1.6062484,2.0136204,2.284096,1.781248,2.192909
10,1.2838013,0.44586524,3.7374766,1.8054988,1.0408044,3.5587432,1.6129727,2.017256,2.283156,1.7926434,2.1893902
11,1.2903248,0.44811708,3.7555356,1.8113127,1.0400033,3.589471,1.6127106,2.0122132,2.2810843,1.7794406,2.1890438
12,1.2830975,0.4425626,3.7182276,1.8003796,1.0325592,3.5545588,1.6102042,2.0152907,2.2839983,1.792186,2.1911848
13,1.2817831,0.441829,3.735802,1.7817459,1.0292542,3.5727868,1.6087296,2.0125005,2.2805634,1.7843012,2.1928933
14,1.2833016,0.43935364,3.720991,1.7943686,1.0308722,3.558139,1.6114823,2.0128026,2.2812018,1.7846899,2.1933298
15,1.2838645,0.44251472,3.7312438,1.8018386,1.0365306,3.561798,1.6143329,2.016624,2.2815785,1.788705,2.1957753
16,1.2807366,0.44314384,3.7292042,1.7870718,1.0314727,3.571849,1.6104517,2.0154269,2.2803874,1.7871408,2.1942225
17,1.2816348,0.44234917,3.7150445,1.7892368,1.0327171,3.5538878,1.608943,2.013794,2.2817628,1.7869792,2.193867
18,1.2889802,0.44029868,3.7511556,1.8208878,1.0378784,3.5756946,1.6229243,2.01173,2.282445,1.7875177,2.1944642
19,1.2822249,0.439132,3.714601,1.8007894,1.0347054,3.550706,1.6155367,2.0180616,2.286636,1.7895823,2.196772
20,1.2855964,0.43929648,3.7298324,1.7963039,1.0333536,3.5707932,1.6123154,2.0121024,2.2820349,1.7866986,2.1924317
21,1.2812304,0.4403249,3.711947,1.781875,1.0282602,3.553999,1.6052693,2.013622,2.2835484,1.7828326,2.193938
22,1.2855196,0.4431579,3.7400155,1.8045304,1.0324152,3.572644,1.6145903,2.0138175,2.280205,1.7853253,2.1929145
23,1.2858766,0.44117644,3.7416608,1.8132101,1.0369508,3.5839324,1.6220539,2.0132327,2.2814689,1.7816384,2.1962748
24,1.2842665,0.44281116,3.7319305,1.7881771,1.0364523,3.5606158,1.6082226,2.0140088,2.2849975,1.7865127,2.1896093
25,1.2787894,0.4417585,3.731621,1.7818643,1.0287553,3.567959,1.6099063,2.0131605,2.278732,1.7803926,2.1974583
26,1.2841234,0.43968788,3.7134676,1.7957606,1.0359308,3.5442407,1.6098987,2.0163527,2.2891269,1.791337,2.1914248
27,1.2789155,0.43447036,3.7269497,1.7982935,1.03145,3.5565765,1.6215838,2.0138805,2.2810235,1.7976955,2.1983962
28,1.2795761,0.44266808,3.7165823,1.7749138,1.0276276,3.5383112,1.597133,2.0104876,2.2816863,1.7859393,2.1886292
29,1.281181,0.4352929,3.7358212,1.7928585,1.0290772,3.5705879,1.617468,2.010367,2.2797117,1.7875137,2.1975021
30,1.2857046,0.442774,3.7496428,1.8018297,1.0325928,3.5846615,1.6153177,2.0112317,2.2801538,1.7800019,2.1938024
31,1.2820946,0.44041985,3.7391095,1.7971349,1.0401623,3.5648377,1.6173241,2.0187173,2.2850313,1.7945954,2.1942594
32,1.2873117,0.44278497,3.7458062,1.8112417,1.038291,3.5875854,1.619151,2.0159855,2.2816682,1.785806,2.1959276
33,1.2835052,0.4494257,3.7439165,1.791539,1.0387033,3.58199,1.6087897,2.0169315,2.2806525,1.7842517,2.1924224
34,1.2860084,0.4447161,3.7372596,1.7848467,1.0330077,3.5709765,1.6030616,2.0099883,2.2820137,1.7781483,2.1886954
35,1.2834979,0.4426516,3.7297015,1.7909931,1.0341656,3.5650222,1.6097904,2.0124357,2.283185,1.7840918,2.192855
36,1.2821374,0.4448523,3.7189476,1.7918673,1.0352471,3.5663202,1.6076261,2.0158026,2.2829533,1.782076,2.1931524
37,1.2840656,0.4441197,3.7205,1.7977655,1.0359778,3.5593188,1.6103092,2.0146494,2.2833626,1.785376,2.1940038
38,1.2825933,0.43941775,3.7243264,1.7958477,1.0340484,3.564793,1.6130856,2.0156138,2.2824016,1.7870212,2.1943622
39,1.2831337,0.44469017,3.728982,1.8011571,1.0454795,3.566008,1.6156509,2.0213516,2.286948,1.7898923,2.1960554
40,1.2836838,0.44321606,3.7411258,1.7960525,1.0339719,3.5671546,1.6128045,2.013803,2.2823033,1.7814761,2.192767
41,1.2823787,0.44441628,3.7304711,1.7843094,1.0336967,3.5718458,1.6093289,2.0144682,2.2848878,1.784566,2.1915634
42,1.2791476,0.43436468,3.716257,1.7883283,1.0286587,3.5596163,1.6156906,2.0129573,2.2816155,1.789176,2.1957498
43,1.2800171,0.44295663,3.7170916,1.7803209,1.0318109,3.5500476,1.6077008,2.0164242,2.2850058,1.784236,2.1952069
44,1.2812829,0.43788347,3.7044458,1.7778068,1.0259333,3.5424716,1.6012557,2.0086813,2.280195,1.7821536,2.1904967
45,1.2851521,0.43787444,3.7282367,1.8116986,1.03867,3.5680072,1.6189625,2.0147817,2.2826018,1.7836376,2.1970727
46,1.2837921,0.44194588,3.7246845,1.808777,1.0392274,3.5722442,1.6183833,2.0173984,2.2843173,1.7843992,2.1962466
47,1.2846416,0.44067192,3.7258563,1.7984023,1.0360408,3.5490851,1.609989,2.01446,2.2849953,1.7865802,2.1903715
48,1.2831012,0.4399945,3.738664,1.793877,1.0316606,3.574393,1.6154416,2.0118582,2.2809827,1.7865981,2.1932275
49,1.2821022,0.43489113,3.7343664,1.81307,1.0346804,3.5865166,1.626862,2.013239,2.2782273,1.7851272,2.2007678
50,1.2854164,0.44538322,3.7259197,1.8032974,1.038678,3.558339,1.605817,2.0132523,2.2836456,1.7866288,2.1893198
51,1.2804496,0.439645,3.7146783,1.7857693,1.0271147,3.5587847,1.6077939,2.011568,2.282101,1.7854098,2.1927085
52,1.2853763,0.4437338,3.7295094,1.7992959,1.037621,3.5687847,1.6131885,2.016308,2.2844162,1.7864724,2.1919672
53,1.2834878,0.442349,3.7083302,1.7892561,1.0299755,3.5549853,1.6018343,2.0091388,2.2827358,1.783111,2.1862626
54,1.2826636,0.43730503,3.732081,1.8026803,1.0352483,3.5719812,1.6190735,2.0129786,2.2836874,1.7864823,2.1953142
55,1.2829114,0.43650657,3.7155268,1.798081,1.0274895,3.5522392,1.6110809,2.008353,2.279282,1.7829599,2.1929572
56,1.2862145,0.44223663,3.739433,1.806796,1.0380256,3.5823007,1.6192054,2.0147824,2.2815757,1.7821393,2.1934252
57,1.2806324,0.43568915,3.729577,1.7932074,1.0294261,3.5711231,1.6178018,2.01187,2.2796257,1.7899953,2.1969275
58,1.2837332,0.44360968,3.7235541,1.8000065,1.0297593,3.5612378,1.6125854,2.0100539,2.2792318,1.7833716,2.1932642
59,1.282482,0.4430798,3.732777,1.804106,1.0371671,3.5651598,1.6162158,2.0188804,2.282134,1.7875942,2.1982193
60,1.2808411,0.44118884,3.7143128,1.780123,1.0278239,3.5521967,1.6045946,2.0146687,2.282963,1.7901596,2.1903963
61,1.2862314,0.43899268,3.757336,1.8206091,1.041039,3.583523,1.6264423,2.0147429,2.279625,1.7885375,2.1960914
62,1.2849829,0.44028565,3.73817,1.8085227,1.0351872,3.570851,1.6197144,2.0135925,2.2806246,1.7832555,2.1949477
63,1.2829617,0.4460302,3.72596,1.790733,1.0389158,3.5673704,1.6082406,2.017817,2.2829916,1.7888901,2.191974
64,1.2855949,0.4434152,3.7375731,1.7967793,1.0336602,3.5871289,1.6125922,2.0131729,2.28087,1.782692,2.1934636
65,1.2854114,0.440704,3.7229185,1.813066,1.0387254,3.56659,1.6179012,2.016118,2.2826703,1.7846417,2.196288
66,1.2817314,0.4404674,3.7169302,1.7937301,1.0309478,3.5590217,1.6090561,2.012494,2.2831767,1.7834518,2.1931596
67,1.2818244,0.44083512,3.721795,1.7975599,1.0338118,3.5523438,1.6119527,2.0142963,2.281668,1.7875564,2.1946988
68,1.2819635,0.43578628,3.7205682,1.8050582,1.030134,3.5523367,1.6156367,2.0104525,2.2806149,1.7843927,2.1963842
69,1.279335,0.44171077,3.7229662,1.7803334,1.0333447,3.5552683,1.6081887,2.0165,2.2824554,1.7906903,2.1918583
70,1.2821923,0.439727,3.7270107,1.792456,1.0308393,3.5696785,1.6120429,2.0126548,2.2802975,1.787189,2.1954281
71,1.278791,0.4397293,3.7287414,1.7838037,1.0303193,3.570459,1.6157238,2.016384,2.2812433,1.7868876,2.1982546
72,1.2821357,0.4380371,3.7033134,1.7974278,1.0308098,3.5458033,1.6068186,2.0099747,2.2820923,1.7849523,2.1930838
73,1.2818916,0.44184548,3.7248194,1.7902343,1.0280758,3.569868,1.6087836,2.0100205,2.2794373,1.7836304,2.192103
