,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM,KOSPI,DJI,VIX,HSI
0,5.5464754,3.713672,8.110866,18.06396,5.5075746,5.787438,3.837662,2.6431155,2.7403736,1.535088,2.1957936
1,5.16219,3.384386,7.9311924,17.725225,5.051138,5.755242,3.7842975,2.5845098,2.7644186,1.542796,2.239002
2,5.5265613,3.697599,7.702269,17.65351,5.2411594,5.9187016,3.7560916,2.629688,2.7496538,1.5225449,2.2303507
3,5.254467,3.478178,8.019928,16.870998,5.2529616,5.6060696,3.7733827,2.6401367,2.6871052,1.5200015,2.240348
4,5.6372013,3.7256353,8.12949,17.320074,5.4065485,5.6779737,3.7730494,2.53629,2.7450972,1.5221242,2.2349896
5,5.5840516,3.790514,8.00443,18.02979,5.468258,5.6534767,3.8000257,2.6334393,2.73721,1.5441132,2.2082021
6,5.098236,3.3592832,7.863652,18.265484,5.060179,5.7186146,3.747163,2.5775354,2.7626889,1.5442196,2.2368348
7,5.4590645,3.5162454,7.608042,17.157732,4.956155,5.800825,3.6568365,2.6278021,2.751744,1.5334418,2.2297788
8,5.3962507,3.5416129,8.066448,17.271692,5.223696,5.6023073,3.7943747,2.64294,2.6874456,1.5279021,2.2395039
9,5.641918,3.6243181,8.02597,16.893547,5.127357,5.452443,3.6555245,2.53889,2.751709,1.54058,2.2288842
10,5.5149803,3.5447114,7.920772,17.355108,5.0824146,5.5499363,3.684454,2.6352317,2.7410674,1.5594604,2.1818697
11,5.22764,3.3135378,7.714077,17.431618,4.729141,5.6043205,3.668883,2.5863295,2.7646563,1.5645018,2.2324991
12,5.408083,3.4747498,7.35827,16.750242,4.8168335,5.6894507,3.5946703,2.6274166,2.7470324,1.5425235,2.2297454
13,5.4104705,3.514124,7.972311,16.942806,5.096552,5.580945,3.802165,2.6448774,2.6868188,1.5271738,2.2378848
14,5.7468896,3.557057,7.9058995,16.71803,4.918918,5.4001946,3.6023664,2.543569,2.7556074,1.5560986,2.2265182
