,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM,KOSPI,DJI,VIX,HSI
0,0.6950902,0.4355086,1.2992616,2.6579604,0.75439054,0.8567671,0.53817594,0.36287457,0.37478173,0.19666442,0.29453295
1,0.77869713,0.45168617,1.2813829,3.356311,0.74199903,0.86321396,0.531628,0.33839333,0.36597717,0.20761475,0.30109364
2,0.8308035,0.46168655,1.2786902,2.7472477,0.74352664,0.8302229,0.5304366,0.34341803,0.38183698,0.19338197,0.28743926
3,0.6971805,0.45481095,1.2602928,2.6942148,0.75345045,0.84025025,0.6028142,0.35385692,0.35982987,0.20723736,0.2838534
4,0.78192216,0.44508132,1.3005999,2.6623816,0.7830611,0.9697611,0.5257018,0.36715212,0.38492027,0.19042236,0.29176915
5,0.69382566,0.44445878,1.3260952,2.713551,0.76686865,0.8846061,0.546471,0.3646554,0.37421134,0.19494084,0.2949722
6,0.77916807,0.44486922,1.2879364,3.2810187,0.7299397,0.8642131,0.530052,0.33980507,0.3674661,0.20818338,0.30277997
7,0.80663127,0.4503426,1.2930319,2.6526275,0.73949623,0.83569354,0.52170074,0.34296182,0.3823933,0.19396214,0.2891602
8,0.6847253,0.44937992,1.2511206,2.6349494,0.7515959,0.8321718,0.6007962,0.35139397,0.35822618,0.2067059,0.2830339
9,0.78353035,0.44775286,1.2840152,2.6451745,0.7885515,0.94535995,0.52086926,0.36355546,0.3819478,0.1895023,0.2896946
10,0.6731734,0.41887796,1.2845112,2.5397062,0.73332274,0.8575157,0.5313214,0.36136353,0.37274402,0.19638233,0.29433057
11,0.74969435,0.43008724,1.266397,3.1461565,0.71257234,0.8619838,0.52498883,0.3365184,0.36436844,0.20846313,0.3024748
12,0.7779527,0.42045155,1.3199246,2.597565,0.717913,0.8793032,0.5331749,0.34686577,0.385211,0.1957603,0.29437134
13,0.6773668,0.4285257,1.2796164,2.5551298,0.73498815,0.8499573,0.6012896,0.35568056,0.36356828,0.20883021,0.28747714
14,0.74624574,0.42268172,1.2802435,2.4834342,0.7546692,0.9699116,0.5212895,0.36505976,0.38217458,0.18897125,0.29178512
15,0.6678511,0.41769135,1.3088927,2.5249243,0.7277219,0.86855406,0.5307862,0.36229378,0.37490582,0.1971268,0.29636776
16,0.7498032,0.41551545,1.2917038,3.1281545,0.70446485,0.88378555,0.5287336,0.341412,0.3682856,0.20883317,0.3076753
17,0.798548,0.4228764,1.2685126,2.5245812,0.6979074,0.8312909,0.5147077,0.34319648,0.3829908,0.19481525,0.29041174
18,0.66659516,0.42027038,1.2674106,2.503165,0.7244702,0.8494382,0.60092926,0.35466334,0.36295968,0.20862228,0.28764707
19,0.74531573,0.41207755,1.2867539,2.4944346,0.75068605,0.96222764,0.51495856,0.36437812,0.38412738,0.19155946,0.29308292
20,0.66574484,0.39655226,1.2590413,2.4008284,0.6903987,0.84221154,0.52104604,0.36213267,0.37591714,0.19876999,0.29627728
21,0.74486727,0.38458025,1.2529323,2.8512511,0.6431125,0.84228456,0.5047514,0.3464737,0.37387025,0.21247461,0.30729598
22,0.7736487,0.3935855,1.2332212,2.3414164,0.6585475,0.8204412,0.50009274,0.34229746,0.38253608,0.19705158,0.29178023
23,0.65357137,0.39783886,1.2221583,2.3481245,0.68147856,0.81956506,0.5971325,0.35165,0.3620765,0.20977621,0.28734884
24,0.7189544,0.38546532,1.259815,2.3109887,0.7115178,0.964359,0.5087213,0.36400717,0.38285542,0.19276394,0.29450107
25,0.6445163,0.37063336,1.247174,2.2634912,0.66389936,0.8420691,0.50950354,0.35990775,0.37730354,0.19954252,0.29728046
26,0.683892,0.34828222,1.2080907,2.6528015,0.60337377,0.8441045,0.49002236,0.33891532,0.36635724,0.21385479,0.30936044
27,0.7645387,0.3861043,1.2287065,2.3116224,0.6410646,0.8123394,0.4926439,0.34324515,0.3843036,0.19862862,0.2925855
28,0.62859243,0.3737976,1.2110238,2.1946867,0.65199095,0.821718,0.58873427,0.3514946,0.36376867,0.2105664,0.28974038
29,0.7214326,0.3804193,1.2077975,2.2138724,0.6706507,0.9208124,0.49015957,0.35908082,0.38068196,0.1947102,0.2927985
30,0.615223,0.34697488,1.2309788,2.1153207,0.6347188,0.82868445,0.49536178,0.35794318,0.37573296,0.20114261,0.29791966
31,0.7016084,0.35972995,1.1905131,2.7480726,0.6076193,0.81776,0.48376992,0.33766636,0.3670379,0.21219228,0.30493963
32,0.739706,0.35747817,1.2050085,2.1158874,0.61200064,0.80347955,0.4783155,0.34128487,0.38274843,0.19977799,0.29355273
33,0.61031836,0.35038453,1.1986802,2.0490675,0.619763,0.8141501,0.59051305,0.35156876,0.36556572,0.21246944,0.29161108
34,0.7139904,0.36164117,1.1930403,2.1127617,0.64706683,0.90765244,0.47833452,0.3579346,0.3806852,0.19729567,0.2937656
35,0.6224335,0.3629641,1.2305675,2.1657712,0.63872963,0.8226796,0.49493772,0.3562792,0.37681198,0.20195213,0.2976545
36,0.6814404,0.34516963,1.204289,2.6149282,0.59803724,0.8385088,0.4867984,0.34027424,0.36812133,0.21437967,0.309362
37,0.7354665,0.35139838,1.1861502,2.093401,0.59766096,0.79235345,0.4729428,0.3411447,0.38253364,0.20027195,0.2932166
38,0.6056413,0.353897,1.1794568,2.0541427,0.6156494,0.81212187,0.58911955,0.3497538,0.3632375,0.2123159,0.2908568
39,0.7082329,0.3490035,1.1854268,2.0615244,0.62925535,0.90623975,0.470425,0.35818043,0.382984,0.19830978,0.2951118
40,0.64040166,0.36015856,1.245523,2.216905,0.6479094,0.83421874,0.5047115,0.3598281,0.37954617,0.2023085,0.29869232
41,0.70697945,0.35986358,1.2284758,2.722292,0.6115697,0.82922393,0.4867144,0.3424549,0.37103042,0.21367961,0.30792633
