,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM,KOSPI,DJI,VIX,HSI
0,8.869279,5.503885,17.489412,34.910698,10.423457,9.949584,7.121297,3.4286506,3.752524,2.1536374,2.9268863
1,8.710307,5.4586487,17.648895,34.619965,10.479953,10.178939,7.1363926,3.4143102,3.7284346,2.1399944,2.9204664
2,8.765087,5.4730883,17.628534,34.73063,10.471304,10.146846,7.135106,3.419925,3.733456,2.1421237,2.9223914
3,8.819766,5.518356,17.56476,35.062683,10.472596,9.984999,7.1096983,3.4246209,3.7390735,2.1502135,2.9171538
4,8.725954,5.402346,17.432222,34.33404,10.3309355,10.0149,7.0941644,3.4161606,3.7300866,2.1478243,2.9215264
5,8.737507,5.3223295,17.43711,33.890385,10.281804,10.188276,7.170713,3.417838,3.7396274,2.148491,2.9416199
6,8.763419,5.335262,17.240202,34.12904,10.208096,9.863922,7.0817614,3.4173038,3.7379727,2.157181,2.9270997
7,8.6816845,5.2729535,17.143213,33.611595,10.1056,9.901593,7.0431676,3.40812,3.724159,2.1506028,2.9274476
8,8.744802,5.241814,17.099297,33.563408,10.049522,9.8490305,7.071625,3.4140666,3.732522,2.1584027,2.9326782
9,8.689933,5.1083174,16.729898,32.78665,9.79151,9.694354,7.0044985,3.4071484,3.7261279,2.165094,2.9375222
10,8.6693945,5.1727333,16.778784,33.160084,9.872921,9.63099,6.9601774,3.4048421,3.7201822,2.162575,2.9293728
11,8.762718,5.2038054,16.851425,33.263668,9.913754,9.716646,7.034456,3.4151058,3.7372885,2.1645815,2.9358356
12,8.566254,5.126847,16.760834,32.7805,9.85635,9.699137,6.937265,3.3918042,3.7023132,2.153268,2.918673
13,8.58584,5.004929,16.48695,32.158226,9.61526,9.609975,6.924569,3.3939404,3.706316,2.1612794,2.9339576
14,8.618839,4.879496,16.13714,31.544737,9.34855,9.40107,6.9033117,3.394824,3.7120528,2.1783738,2.936699
15,8.572239,4.8643537,16.067581,31.468468,9.332002,9.358593,6.8656034,3.3908062,3.7101483,2.17651,2.9383905
16,8.524428,4.8501368,16.160301,31.421562,9.375877,9.4607725,6.9006896,3.3895388,3.708458,2.1734838,2.938072
17,8.520972,4.8328185,15.964746,31.19898,9.255715,9.308435,6.8144445,3.3846002,3.6971457,2.1719155,2.9322195
18,8.537887,4.842237,15.97165,31.302238,9.265826,9.285432,6.8194776,3.3845344,3.7026129,2.1743865,2.934615
