,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM,KOSPI,DJI,VIX,HSI
0,1.286085,0.45352647,4.148013,1.7452277,1.0727979,4.0942454,1.6757504,2.006342,2.2264657,1.7719787,2.218838
1,1.2997154,0.448101,3.9943883,1.7804474,1.0704631,4.0183163,1.6664419,2.002847,2.2318532,1.7369915,2.2362509
2,1.308087,0.45543835,4.1963563,1.857113,1.0751189,4.101045,1.6890326,2.0236013,2.2602942,1.7527459,2.2459977
3,1.3082628,0.439236,4.10576,1.8186295,1.0524691,4.0440187,1.6829318,2.0032885,2.28012,1.7089474,2.2111237
4,1.2915338,0.4482651,4.0622773,1.8426453,1.064225,4.1288934,1.6792614,2.0096085,2.2373657,1.7361342,2.2574637
5,1.288956,0.45259356,4.131427,1.7418677,1.0683099,4.0801716,1.6692814,2.0043998,2.2285018,1.7750802,2.2152839
6,1.2984091,0.4416037,4.00067,1.7744054,1.0648208,4.0111194,1.6695846,2.0000079,2.2286866,1.7324299,2.2380798
7,1.3032743,0.44904462,4.1831408,1.8474423,1.068605,4.1015882,1.6947545,2.0202928,2.2538743,1.758945,2.2519767
8,1.3141023,0.4459071,4.0904574,1.8239686,1.053824,3.9843879,1.6735,2.0057297,2.2802863,1.7083622,2.2056448
9,1.2931155,0.43505287,3.9966102,1.8339745,1.0471869,4.0464406,1.6630231,2.005396,2.232913,1.7477337,2.253747
10,1.2845778,0.45246208,4.152027,1.7376885,1.0785867,4.0836086,1.6676182,2.0060248,2.2292354,1.7696551,2.2156916
11,1.3018019,0.45100796,3.946502,1.7692982,1.068044,3.9898078,1.6595104,2.0035126,2.2308745,1.7358966,2.2341187
12,1.300408,0.4502555,4.191543,1.8426594,1.0729816,4.1106205,1.6950793,2.0229063,2.2537541,1.7577709,2.2537563
13,1.3146939,0.44391453,4.0980525,1.8326051,1.0555917,4.008819,1.6808914,2.0053794,2.28344,1.7042166,2.210939
14,1.291608,0.44194055,4.0276656,1.8428469,1.0529222,4.056749,1.6700389,2.0115528,2.236833,1.7499115,2.2577248
15,1.2920098,0.4565352,4.146785,1.7482296,1.0787599,4.074858,1.6670427,2.0028656,2.227252,1.7705859,2.2119555
16,1.2990863,0.44900858,3.9892128,1.7767262,1.070865,4.0179796,1.6654291,2.004027,2.2300918,1.7346867,2.2364495
17,1.3018517,0.45903793,4.183314,1.845835,1.0755605,4.0983844,1.6819116,2.0272138,2.2605615,1.75177,2.2473888
18,1.3122528,0.44280547,4.1005025,1.8262537,1.0505179,4.026749,1.6867694,2.0059035,2.2855282,1.7071146,2.215686
19,1.284051,0.4459871,4.014368,1.8180012,1.051613,4.072597,1.6660264,2.0116277,2.2395358,1.7379843,2.258713
20,1.2884256,0.45408097,4.152181,1.7522149,1.0761299,4.089968,1.6732569,2.0061865,2.2270067,1.7760749,2.2156482
21,1.2993928,0.45042267,3.9624462,1.7682191,1.072229,4.011435,1.6609515,2.0009658,2.230977,1.730432,2.2362068
