,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM,KOSPI,DJI,VIX,HSI
0,6.99749,4.2825546,14.013084,22.447365,7.443039,9.094119,5.0594726,3.4299943,3.7683887,2.1087205,2.9761891
1,6.865257,4.2484913,13.918044,22.016552,7.4074554,9.092817,5.0288787,3.4395318,3.7560627,2.1152508,3.0185955
2,6.8326674,4.2320457,13.866715,21.87583,7.478813,8.921596,4.9841733,3.4007423,3.7442334,2.1333187,2.9972186
3,6.9563313,4.312726,14.099575,22.456629,7.5120506,9.1486845,5.000568,3.4551601,3.7618515,2.1298683,3.0406272
4,6.9171095,4.253245,13.798308,22.324694,7.4529104,9.058323,5.020517,3.4366248,3.778587,2.1185231,3.0289686
5,6.819549,4.24624,14.150936,22.207968,7.473323,9.112067,5.048298,3.423773,3.7403111,2.1312869,3.0103962
6,6.825939,4.265239,14.031288,21.994282,7.3851175,9.168219,5.0619097,3.4416413,3.7462394,2.1183817,3.0151126
7,6.8490596,4.1752486,13.941153,21.970577,7.338395,9.065115,5.0075502,3.4243622,3.7583766,2.1273916,2.9872928
8,6.912125,4.1899724,13.933825,21.824999,7.3304367,8.994635,5.017194,3.4092512,3.7158985,2.1717308,2.994221
9,6.9109545,4.21378,14.033683,22.065516,7.398094,9.044972,5.0214353,3.434887,3.7408733,2.0849373,2.9975429
10,6.913242,4.2550354,14.000288,22.220957,7.385749,9.080957,5.042054,3.4356232,3.7576935,2.1216428,3.0070856
11,6.890654,4.2406735,14.136389,22.33187,7.477549,9.145442,5.1034207,3.446903,3.7636745,2.107259,3.0015397
12,6.7930365,4.21473,13.820488,22.169804,7.3935547,9.062092,4.9816475,3.4383554,3.7429473,2.084641,3.0199487
13,6.8361626,4.203418,13.900292,21.983778,7.376032,8.996002,4.979196,3.4164617,3.709262,2.106559,3.0153387
14,6.942489,4.2416115,14.052669,22.44657,7.383193,8.956101,5.0163336,3.4521632,3.7919369,2.107171,3.001675
15,6.8410907,4.1741147,13.722756,21.987644,7.1806135,8.973634,5.0460043,3.3913293,3.7246907,2.0946267,2.972574
16,6.857925,4.244258,14.047334,22.438967,7.4488115,9.116787,4.998743,3.4589927,3.7930052,2.088559,2.9907484
17,6.846595,4.2173142,14.061414,22.19451,7.506201,9.178938,5.036534,3.445278,3.7509694,2.1114426,2.9903302
18,6.919642,4.250837,13.983295,22.265873,7.3926396,9.063208,5.0552,3.4251857,3.749374,2.1141806,3.0008426
19,6.994495,4.2305436,14.159025,22.182072,7.3756466,8.924107,4.981065,3.4273212,3.7839577,2.1088958,2.9835308
20,6.9105835,4.224134,13.939863,22.0977,7.4255667,9.01862,5.0013614,3.4520898,3.8018415,2.1346745,3.0352006
21,7.053772,4.2645993,13.943054,22.463224,7.321928,9.148163,5.0805483,3.438335,3.7538264,2.14536,3.0498402
22,6.899354,4.2088137,13.866045,21.931244,7.3831472,9.055121,5.041752,3.404858,3.735786,2.135558,3.0246031
23,6.8944783,4.2255745,13.985848,22.303492,7.381379,9.06604,5.077865,3.4581006,3.7787127,2.1325605,3.0201912
24,6.902658,4.221195,13.973409,22.481197,7.38674,9.154207,5.058255,3.4298122,3.7338443,2.1136572,2.9972744
25,6.709913,4.1177735,13.604703,21.478285,7.244492,8.997381,5.0379305,3.413439,3.6954818,2.152396,3.0128734
26,6.8884025,4.2339206,13.989754,22.24616,7.3676705,9.0821295,5.010284,3.422933,3.7418203,2.120436,3.0131702
27,6.995373,4.2384,13.99118,22.334675,7.463517,9.142801,5.054704,3.4152672,3.7897573,2.1161022,2.9925694
28,6.94505,4.2188272,14.042832,21.982872,7.314024,9.160963,4.9906306,3.3966062,3.7434962,2.1556659,2.9936607
29,6.896181,4.1482735,13.97482,21.834517,7.340385,8.999186,5.0076537,3.4204001,3.7312918,2.1658516,3.0253108
30,6.8168697,4.222129,13.878684,22.088795,7.358398,9.009225,4.966256,3.4227998,3.788951,2.1559439,2.9880447
31,6.909718,4.1802893,13.893077,21.862747,7.2849617,9.014993,5.0089607,3.4203544,3.743804,2.1144195,3.0121922
32,6.7934456,4.1225057,13.687812,22.017008,7.189624,8.909304,4.8827252,3.384625,3.714465,2.111493,2.9837918
33,6.88582,4.261213,13.76905,22.175049,7.2504807,9.106797,5.0446825,3.4310832,3.7214231,2.0902665,3.0002058
34,6.9385767,4.235093,14.010093,22.404387,7.3818,9.0425415,5.044619,3.4500518,3.7850642,2.0866728,2.9960992
35,6.834607,4.205112,13.816353,22.072763,7.3153667,9.179156,5.0443916,3.423031,3.7550647,2.1195824,2.9752514
36,6.874656,4.218945,14.027023,22.06967,7.3025084,9.146187,5.0218506,3.3987777,3.72479,2.1327486,2.9836884
37,6.899826,4.2040677,14.048751,21.862667,7.2536917,9.005977,5.01787,3.4327173,3.7651305,2.122363,2.9890378
38,6.8405666,4.203472,13.853984,22.002714,7.334308,9.063998,5.0284915,3.4364915,3.7477083,2.1607976,3.0136292
39,6.9180274,4.249046,13.978366,22.398453,7.4341455,9.073675,5.045638,3.4395049,3.7940283,2.104707,2.9936523
40,6.8971887,4.259823,13.913036,22.248325,7.3630066,9.09983,4.9910536,3.4414234,3.7645724,2.1025622,3.0050287
41,6.7286563,4.1915903,13.773012,21.695576,7.3197765,9.068233,4.9708595,3.4181697,3.7284985,2.1395628,2.9954948
42,6.9871464,4.2083,13.718498,22.128521,7.3839636,9.048293,5.040938,3.410284,3.7183495,2.1312704,2.993878
43,6.7809296,4.2167754,13.961867,22.358545,7.393749,9.085961,5.048142,3.4399483,3.7557387,2.1159928,3.0074992
44,6.8889885,4.1955295,13.868111,22.271898,7.353616,9.056877,4.9511576,3.4421165,3.7866728,2.1139371,3.000435
45,6.824912,4.180516,13.770962,22.118681,7.238958,8.912066,4.9033027,3.397274,3.7349606,2.1191947,2.9737418
46,6.925164,4.170278,14.005873,22.3341,7.3834977,9.069398,4.9980054,3.437641,3.7367547,2.0975587,3.0096488
47,6.869864,4.2463984,13.97966,22.099466,7.3416452,9.076954,5.0543714,3.4070513,3.7385478,2.0976882,2.991243
48,6.9146757,4.2233086,13.928976,22.144754,7.3366666,9.029631,5.0190673,3.4239452,3.748872,2.0936532,2.9958336
49,6.863081,4.1818166,13.7362,21.87381,7.274736,9.098581,5.0507355,3.4125032,3.7519836,2.13411,2.9919727
50,6.7704606,4.1403766,13.828198,21.913727,7.2697396,9.037575,5.0730963,3.4385703,3.7383926,2.1173043,3.0172877
51,6.8356805,4.1597624,13.946167,21.773722,7.3285317,9.020683,5.006315,3.426752,3.7595098,2.134799,2.9898157
52,6.8011365,4.170452,13.831105,22.16797,7.404084,9.006494,4.959896,3.4042766,3.7474084,2.1089916,3.0082116
53,6.9028087,4.17816,13.826905,21.974226,7.311575,8.996618,4.9726806,3.433617,3.7681723,2.127733,2.9985518
54,6.7654324,4.137294,13.785836,21.798285,7.3072376,9.045017,4.99713,3.413455,3.7037876,2.1134012,3.0093238
55,6.9641733,4.254044,13.992856,22.192469,7.468198,9.028956,5.028978,3.4460986,3.7810616,2.1377566,3.0244005
56,6.869271,4.2047987,13.9094,22.056664,7.2850504,9.018175,5.0503187,3.4059737,3.7376614,2.0987713,2.9974778
57,7.0005693,4.259965,14.010191,22.46203,7.4341183,9.137242,5.019371,3.4243166,3.7756724,2.1511793,2.9999423
58,6.805615,4.1403766,13.794826,21.786856,7.310481,8.982529,5.0469036,3.414808,3.7267766,2.1330767,3.006964
