,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM
2018-01-23 09:00:00,-0.359383415101956,0.14703243871288166,2.664692935509119,0.20447821313309472,0.6125203809310282,3.8587810760454433,2.157593194845713
2018-01-24 09:00:00,-0.34453415435229867,0.19839130488965703,2.6264570313352493,0.289292176738116,0.6517911140153664,3.876672349435352,2.6402492896182745
2018-01-25 09:00:00,-0.36745679958720656,0.16515909736350826,2.409786907683322,0.2868338009814487,0.5847747542953545,3.7294134069184124,2.824969523420119
2018-01-26 09:00:00,-0.37211821801023814,0.16515909736350826,2.1038996742923652,0.2610208555364423,0.5723959362579001,3.544995665822432,2.9858548883443063
2018-01-27 09:00:00,-0.3709648773694881,0.18857269812056762,2.027427865944626,0.23152034645643485,0.5702616572859251,3.5560056802162214,2.795175937323047
2018-01-28 09:00:00,-0.3492436286353615,0.3003537597994317,2.473513414639771,0.26716679492811046,0.7042943767259489,3.928969917805854,2.8309282406395333
2018-01-29 09:00:00,-0.3705323746292068,0.2591911391136338,2.2440979895965536,0.21308252828143023,0.6697190573799555,3.700512119134714,2.59257955186296
2018-01-30 09:00:00,-0.4321399871892737,0.17762117518581405,1.785267139510119,0.09016374044806602,0.4712311129862899,3.121110111661521,1.978831678263283
2018-01-31 09:00:00,-0.4416550474754619,0.1961254725583287,1.7597765367275393,0.0631216071247259,0.5203195293417125,3.0935850756770464,2.1754693465039563
2018-02-01 09:00:00,-0.5069629612579354,0.10360398569575541,1.1989832755107857,-0.07208905949197472,0.32353900812562686,2.351785355895453,1.6034324934401798
2018-02-02 09:00:00,-0.5386798288785626,-0.015125628465848858,0.9848622121371161,-0.10281875645031577,0.20273881831184756,1.9457910751244514,1.2280333086170763
2018-02-03 09:00:00,-0.5333936842751247,0.001339419808470309,1.0511377793718233,-0.046276114046968235,0.22194732905962167,2.087545010444496,1.3531663702247774
2018-02-04 09:00:00,-0.5631883174945018,-0.07086510381652567,0.819173294050348,-0.11879819886865312,0.11651394784406165,1.9925836362980582,1.0909828125705465
2018-02-05 09:00:00,-0.6145119760078805,-0.15870387052768709,0.5183841812159075,-0.18763272005533707,-0.056362648885905184,1.2383976503234513,0.8347579721357301
2018-02-06 09:00:00,-0.5755867293825653,-0.09148417803161343,0.7095637020852552,-0.13477764128699046,0.05419300186239459,1.4613504417976964,1.0552305092540606
2018-02-07 09:00:00,-0.5878409736905349,-0.12290371969269955,0.559169145668035,-0.17042408975866608,0.007665720273341791,1.3870328446396147,0.8824277098910448
2018-02-08 09:00:00,-0.5353159186763748,-0.0446569765174947,0.8370167159981537,-0.1421527685569923,0.21767877111567185,2.5595993775782375,1.0492717920346462
2018-02-09 09:00:00,-0.5137388375223421,0.004662640561085187,1.2244738782933653,-0.10158956857198212,0.39823877214474834,2.5692331401728037,1.275703046372391
2018-02-10 09:00:00,-0.5122971617214045,-0.005080438463626613,1.5813423172494814,-0.0806933746403102,0.3457355094341658,2.488034284018603,1.3591250874441918
2018-02-11 09:00:00,-0.5430048562813754,-0.04971733539079463,1.3646721935975539,-0.1298608897736559,0.32652699868639173,2.340775341501663,1.1029002470093752
2018-02-12 09:00:00,-0.5035990510557476,-0.007799437261220604,1.5813423172494814,-0.10650632008531669,0.5920313028000692,2.515559320003078,1.2697443291529766
2018-02-13 09:00:00,-0.5148441223030609,-0.020034931850393563,1.4538893033365827,-0.12002738674698675,0.784543266072205,2.3751816364822567,1.430629694077164
2018-02-14 09:00:00,-0.4875964496653402,0.015236524773950707,1.7087953311623798,-0.0979020049369812,0.7909461029881297,2.6008869315549497,1.5915150590013512
2018-02-15 09:00:00,-0.44511506939771217,0.040160680418562286,1.7342859339449597,-0.08806850191031207,0.78582383345539,2.697224557500611,1.6332260795372515
2018-02-16 09:00:00,-0.4400692040944305,0.04658053869065921,1.7342859339449597,-0.0892976897886457,0.806312911586349,3.2243289966033015,1.6511022311954946
2018-02-17 09:00:00,-0.39979839338824014,0.0639519198975097,1.887229550640438,-0.06963068373530744,0.8003369304648194,3.200932716016498,1.7702765755837813
2018-02-18 09:00:00,-0.4158490506386788,0.03940540297478618,1.6705594269885102,-0.11142307159865127,0.8515596257922169,3.1045950900708363,1.6332260795372515
2018-02-19 09:00:00,-0.3830268982373327,0.05262275824086808,1.7597765367275393,-0.10158956857198212,1.017179674017469,3.238091514595539,1.6749371000731519
2018-02-20 09:00:00,-0.33982468006923583,0.05073456463142781,1.69605002977109,-0.11019388372031762,1.0483401470083027,3.122486363460745,1.436588411296578
2018-02-21 09:00:00,-0.3750496254721446,0.019768189436607356,1.5048705089017422,-0.1274025140169886,0.9689449692508363,2.8045721978400624,1.4008361079800922
2018-02-22 09:00:00,-0.4256043902250232,-0.02856956696506359,1.2372191796846552,-0.16796571400199878,0.7542365046701615,2.4591329962349047,1.1446112675452755
2018-02-23 09:00:00,-0.41109152049558473,0.014481247330174599,1.4029080977714234,-0.1593613988536633,0.9924220379425602,2.628411967539424,1.239950743055905
2018-02-24 09:00:00,-0.4356961208315865,-0.0036454113204520073,1.2754550838585248,-0.18763272005533707,1.021021376167024,2.358666614891572,1.0731066609123037
2018-02-25 09:00:00,-0.4512181636216813,-0.01270874064576531,1.2372191796846552,-0.15567383521866238,0.9164417065402538,2.259576485347463,1.0611892264734748
2018-02-26 09:00:00,-0.42512383162471074,-0.007195215306199718,1.2499644810759452,-0.17042408975866608,0.8775978292503107,2.3916966580729415,1.0909828125705465
